,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,Disk Type,DISK SIZE,Price
243,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,69991
244,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,59991
245,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,66990
246,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
247,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
248,ASUS,Windows,Others,16,Intel,Others,1,15.6,SSD,512,104991
249,DELL,Windows,DDR4,8,Intel,Others,1,14.0,SSD,256,54901
250,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
251,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
252,Lenovo,Windows,DDR4,16,AMD,Others,2,15.6,SSD,1024,136990
253,DELL,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,48184
254,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,74991
255,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,60990
256,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
257,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
258,HP,Windows,DDR4,8,AMD,AMD,1,14.0,SSD,512,49990
259,DELL,Windows,DDR4,8,Intel,NVIDIA,1,15.6,SSD,512,67990
260,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
261,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
262,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,58001
263,Infinix,Windows,Others,8,Intel,Others,1,14.0,SSD,256,29991
264,ASUS,Windows,Others,16,AMD,Others,1,15.6,SSD,1024,114990
265,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,33991
266,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
267,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
268,ASUS,Windows,DDR4,16,AMD,AMD,1,15.6,SSD,512,64991
269,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,79990
270,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
271,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
272,Infinix,Windows,Others,8,Intel,Others,1,14.0,SSD,256,28991
273,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,SSD,512,56990
274,HP,Windows,DDR4,16,AMD,AMD,1,14.0,SSD,512,81990
275,MSI,Windows,DDR4,16,Intel,Others,2,15.6,SSD,1024,129991
276,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
277,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
278,DELL,Windows,DDR4,8,AMD,Others,1,15.6,HDD,1024,38990
279,HP,Windows,DDR4,16,AMD,Others,1,15.6,HDD,1024,79990
280,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
281,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
282,APPLE,Mac,Others,8,Others,Others,1,15.6,SSD,512,139991
283,ASUS,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,109991
284,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,154990
285,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,62990
286,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
287,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
288,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,47990
289,DELL,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,43668
290,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,135991
291,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
292,ASUS,Windows,DDR5,16,AMD,AMD,1,15.6,SSD,512,98990
293,Infinix,Windows,Others,16,Intel,Others,1,15.6,SSD,512,46991
294,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,35990
295,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
296,ASUS,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,109991
297,APPLE,Mac,Others,8,Others,Others,1,15.6,SSD,512,139991
298,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,74770
299,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
300,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,40799
301,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,69490
302,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,39991
303,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
304,ASUS,Windows,Others,16,AMD,AMD,1,15.6,SSD,512,99991
305,APPLE,Mac,Others,16,Others,Others,1,15.6,SSD,1024,241991
306,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,40991
307,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
308,HP,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,60391
309,HP,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,69991
310,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,44991
311,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
312,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,44991
313,HP,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,60391
314,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,69490
315,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,40799
316,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
317,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
318,HP,Windows,DDR4,16,AMD,AMD,1,15.6,SSD,512,55991
319,Lenovo,Windows,Others,16,Intel,Others,1,15.6,SSD,512,74991
320,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
321,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
322,HP,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,69991
323,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,44991
324,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,1024,59991
325,APPLE,Mac,Others,16,Others,Others,1,15.6,SSD,512,222991
326,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
327,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
328,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,74770
329,ASUS,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,109991
330,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
331,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
332,acer,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,62990
